timestamp,value,classification,date,Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,total_pnl,total_volume,sentiment_norm
1704951000,76,Extreme Greed,2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,BTC,46535.0,0.0317,1475.16,BUY,2024-01-11,0.0,Open Long,0.0,0x0004ae8e41eaab295eec040716d18501f400ce966f83da1366b8d5b8a65fecfa,6729928040.0,True,0.368789,893000000000000.0,1700000000000.0,0.0,1475.16,76
1704951000,76,Extreme Greed,2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,BTC,46543.0,0.50556,23530.28,BUY,2024-01-11,0.0317,Open Long,0.0,0x0004ae8e41eaab295eec040716d18501f400ce966f83da1366b8d5b8a65fecfa,6729928040.0,True,5.882569,801000000000000.0,1700000000000.0,0.0,23530.28,76
1704951000,76,Extreme Greed,2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2433.6,0.75,1825.2,SELL,2024-01-11,0.0,Open Short,0.0,0xbc675ce27939e47d3632040716d1ab02017c0098c31087a658b547dd74618c34,6729948800.0,True,0.4563,877000000000000.0,1700000000000.0,0.0,1825.2,76
1704951000,76,Extreme Greed,2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2433.4,9.5203,23166.7,SELL,2024-01-11,-0.75,Open Short,0.0,0xbc675ce27939e47d3632040716d1ab02017c0098c31087a658b547dd74618c34,6729948800.0,True,5.791674,531000000000000.0,1700000000000.0,0.0,23166.7,76
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,BTC,41697.0,0.00149,62.13,BUY,2024-01-22,-1.20143,Close Short,-0.123521,0xdaf01d746ac3146b4be9040741d6040131007c30ef8578132a17b92ec5cb552d,7679881980.0,True,0.015532,1110000000000000.0,1710000000000.0,-0.123521,62.13,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,BTC,41697.0,0.00153,63.8,BUY,2024-01-22,-1.19994,Close Short,-0.126837,0xdaf01d746ac3146b4be9040741d6040131007c30ef8578132a17b92ec5cb552d,7679881980.0,True,0.015949,479000000000000.0,1710000000000.0,-0.126837,63.8,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,BTC,41697.0,1.19841,49970.1,BUY,2024-01-22,-1.19841,Close Short,-99.348189,0xdaf01d746ac3146b4be9040741d6040131007c30ef8578132a17b92ec5cb552d,7679881980.0,True,12.492525,931000000000000.0,1710000000000.0,-99.348189,49970.1,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2479.3,0.7849,1946.0,SELL,2024-01-22,20.3339,Close Long,15.85498,0x177226976e740be05409040741d607016c00cd67c519c737d6423452408dddbe,7679882721.0,True,0.4865,852000000000000.0,1710000000000.0,15.85498,1946.0,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2479.3,0.0259,64.21,SELL,2024-01-22,19.549,Close Long,0.52318,0x177226976e740be05409040741d607016c00cd67c519c737d6423452408dddbe,7679882721.0,True,0.016053,234000000000000.0,1710000000000.0,0.52318,64.21,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2479.2,0.012,29.75,SELL,2024-01-22,19.5231,Close Long,0.2412,0x177226976e740be05409040741d607016c00cd67c519c737d6423452408dddbe,7679882721.0,True,0.007437,760000000000000.0,1710000000000.0,0.2412,29.75,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2479.2,1.0266,2545.15,SELL,2024-01-22,19.5111,Close Long,20.63466,0x177226976e740be05409040741d607016c00cd67c519c737d6423452408dddbe,7679882721.0,True,0.636286,554000000000000.0,1710000000000.0,20.63466,2545.15,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2479.1,0.01,24.79,SELL,2024-01-22,18.4845,Close Long,0.2,0x177226976e740be05409040741d607016c00cd67c519c737d6423452408dddbe,7679882721.0,True,0.006197,883000000000000.0,1710000000000.0,0.2,24.79,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,ETH,2479.1,18.4745,45800.13,SELL,2024-01-22,18.4745,Close Long,369.49,0x177226976e740be05409040741d607016c00cd67c519c737d6423452408dddbe,7679882721.0,True,11.450033,763000000000000.0,1710000000000.0,369.49,45800.13,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,SUSHI,1.1648,18.5,21.55,BUY,2024-01-22,-1905.1,Close Short,-2.13083,0x0bfd85bd4a3d94e2ca2e040741d614011b00c9a328a3b150ecee4d1e7a57d2e5,7679885837.0,True,0.005387,1080000000000000.0,1710000000000.0,-2.13083,21.55,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,SUSHI,1.1649,24.5,28.54,BUY,2024-01-22,-1886.6,Close Short,-2.82436,0x0bfd85bd4a3d94e2ca2e040741d614011b00c9a328a3b150ecee4d1e7a57d2e5,7679885837.0,True,0.007135,182000000000000.0,1710000000000.0,-2.82436,28.54,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,SUSHI,1.1649,1862.1,2169.16,BUY,2024-01-22,-1862.1,Close Short,-214.662888,0x0bfd85bd4a3d94e2ca2e040741d614011b00c9a328a3b150ecee4d1e7a57d2e5,7679885837.0,True,0.54229,1050000000000000.0,1710000000000.0,-214.662888,2169.16,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,RLB,0.11548,5052.0,583.4,BUY,2024-01-22,-7952.0,Close Short,48.969036,0x4c8fba1d3f989952a5e4040741d62b016a002d9e33b5d44af5e80f713928ff0b,7679893841.0,True,0.145851,1040000000000000.0,1710000000000.0,48.969036,583.4,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,RLB,0.11587,2900.0,336.02,BUY,2024-01-22,-2900.0,Close Short,26.9787,0x4c8fba1d3f989952a5e4040741d62b016a002d9e33b5d44af5e80f713928ff0b,7679893841.0,True,0.084005,651000000000000.0,1710000000000.0,26.9787,336.02,55
1705901400,55,Greed,2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,UNI,6.4632,316.6,2046.25,SELL,2024-01-22,316.6,Close Long,45.71704,0x19c74486ee3e95769f1f040741d63301020003380227b2d1217cfd03f415adc6,7679895278.0,True,0.511562,799000000000000.0,1710000000000.0,45.71704,2046.25,55
1709616600,90,Extreme Greed,2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,kBONK,0.036103,42217.0,1524.16,SELL,2024-03-05,205063.0,Close Long,42.005915,0xb3182523339a8aec2c430407e4cb6f02035a00dd106d025916b8df726634b2f5,12004579591.0,False,-0.030483,85700000000000.0,1710000000000.0,42.005915,1524.16,90
