timestamp,value,classification,date,Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,total_pnl,total_volume,sentiment_norm
1709616600,90,Extreme Greed,2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,kBONK,0.036103,34571.0,1248.12,SELL,2024-03-05,162846.0,Close Long,34.398145,0xbd304bf61f6015e015e60407e4cb7201f8008dd66f5bd5f586381bd3bb424282,12004579591.0,False,-0.024962,95600000000000.0,1710000000000.0,34.398145,1248.12,90
1709616600,90,Extreme Greed,2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,kBONK,0.036103,55400.0,2000.11,SELL,2024-03-05,128275.0,Close Long,55.123,0xd7ac5cafc07cc5aa8fc20407e4cb75020403010105782594a8b03d4eb0f7dd8d,12004579591.0,False,-0.040002,508000000000000.0,1710000000000.0,55.123,2000.11,90
1709616600,90,Extreme Greed,2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,kBONK,0.036103,9144.0,330.13,SELL,2024-03-05,72875.0,Close Long,9.09828,0x7379a38c167913733b540407e4cb75020579002d0e53839e58b84d490583e2c9,12004579591.0,False,-0.006602,1110000000000000.0,1710000000000.0,9.09828,330.13,90
1709616600,90,Extreme Greed,2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,kBONK,0.036103,63731.0,2300.88,SELL,2024-03-05,63731.0,Close Long,63.412345,0xe800043cfec4007e67160407e4cb7601c800b94c7bc292a73631901a75433b2f,12004579591.0,False,-0.046017,308000000000000.0,1710000000000.0,63.412345,2300.88,90
1722576600,57,Greed,2024-08-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,ETH,3108.5,1.2372,3845.84,BUY,2024-08-02,113.2427,Open Long,0.0,0x074e925bf767bf4a5fc2040e825ba701ac00a2acccbf7d54834c2107d04e075d,31955561301.0,True,1.346042,94600000000000.0,1720000000000.0,0.0,3845.84,57
1722576600,57,Greed,2024-08-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,ETH,3108.5,7.5,23313.75,BUY,2024-08-02,114.4799,Open Long,0.0,0x074e925bf767bf4a5fc2040e825ba701ac00a2acccbf7d54834c2107d04e075d,31955561301.0,True,8.159812,936000000000000.0,1720000000000.0,0.0,23313.75,57
1722576600,57,Greed,2024-08-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,ETH,3108.6,1.3814,4294.22,BUY,2024-08-02,121.9799,Open Long,0.0,0x074e925bf767bf4a5fc2040e825ba701ac00a2acccbf7d54834c2107d04e075d,31955561301.0,True,1.502977,491000000000000.0,1720000000000.0,0.0,4294.22,57
1722576600,57,Greed,2024-08-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,ETH,3108.6,0.6451,2005.36,BUY,2024-08-02,123.3613,Open Long,0.0,0x074e925bf767bf4a5fc2040e825ba701ac00a2acccbf7d54834c2107d04e075d,31955561301.0,True,0.701875,10100000000000.0,1720000000000.0,0.0,2005.36,57
1722576600,57,Greed,2024-08-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,ETH,3108.7,7.2424,22514.45,BUY,2024-08-02,124.0064,Open Long,0.0,0x074e925bf767bf4a5fc2040e825ba701ac00a2acccbf7d54834c2107d04e075d,31955561301.0,True,7.880057,683000000000000.0,1720000000000.0,0.0,22514.45,57
1735191000,79,Extreme Greed,2024-12-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,98978.0,0.70722,69999.22,SELL,2024-12-26,-2.86024,Open Short,0.0,0xf2277424bd60c8dcc24b0419fc0dc8020107008204c4e673fe073da5906057fa,58603057841.0,True,20.999766,54300000000000.0,1740000000000.0,0.0,69999.22,79
1739856600,47,Neutral,2025-02-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,JELLY,0.0059,6166931.0,36384.89,BUY,2025-02-18,0.0,Open Long,0.0,0x4bdf93057376ff5dbe7c041df26fb502022d000f14dc88c647c43414a2a6aa57,72962561068.0,False,3.492949,671000000000000.0,1740000000000.0,0.0,36384.89,47
1740288600,50,Neutral,2025-02-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,96762.0,0.20669,19999.74,SELL,2025-02-23,0.0,Open Short,0.0,0x6c3e584d1ccf916c5f09041e43b0b901dd00bea0241d334bb8fc8225cc0e74e6,74143860684.0,True,5.999921,1030000000000000.0,1740000000000.0,0.0,19999.74,50
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.563,0.1,1.56,BUY,2025-03-07,4601.02,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.000544,500000000000000.0,1740000000000.0,0.0,1.56,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.572,36.81,573.21,BUY,2025-03-07,4601.12,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.200621,193000000000000.0,1740000000000.0,0.0,573.21,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.572,122.86,1913.18,BUY,2025-03-07,4637.93,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.669611,341000000000000.0,1740000000000.0,0.0,1913.18,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.573,122.86,1913.3,BUY,2025-03-07,4760.79,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.669654,799000000000000.0,1740000000000.0,0.0,1913.3,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.573,64.21,999.94,BUY,2025-03-07,4883.65,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.349979,918000000000000.0,1740000000000.0,0.0,999.94,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.575,36.81,573.32,BUY,2025-03-07,4947.86,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.20066,566000000000000.0,1740000000000.0,0.0,573.32,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.575,36.81,573.32,BUY,2025-03-07,4984.67,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.20066,445000000000000.0,1740000000000.0,0.0,573.32,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.577,12.83,199.85,BUY,2025-03-07,5021.48,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.069948,415000000000000.0,1740000000000.0,0.0,199.85,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.578,32.09,499.9,BUY,2025-03-07,5034.31,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.174964,755000000000000.0,1740000000000.0,0.0,499.9,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.578,128.97,2009.09,BUY,2025-03-07,5066.4,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.703183,951000000000000.0,1740000000000.0,0.0,2009.09,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.578,128.97,2009.09,BUY,2025-03-07,5195.37,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.703183,648000000000000.0,1740000000000.0,0.0,2009.09,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.579,108.93,1697.02,BUY,2025-03-07,5324.34,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.593957,1100000000000000.0,1740000000000.0,0.0,1697.02,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.579,1.25,19.47,BUY,2025-03-07,5433.27,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.006815,293000000000000.0,1740000000000.0,0.0,19.47,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.579,128.97,2009.22,BUY,2025-03-07,5434.52,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.703228,229000000000000.0,1740000000000.0,0.0,2009.22,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.579,36.81,573.46,BUY,2025-03-07,5563.49,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.200712,590000000000000.0,1740000000000.0,0.0,573.46,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.58,122.86,1914.16,BUY,2025-03-07,5600.3,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.669955,132000000000000.0,1740000000000.0,0.0,1914.16,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.58,3.0,46.74,BUY,2025-03-07,5723.16,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.016359,136000000000000.0,1740000000000.0,0.0,46.74,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.581,30.7,478.34,BUY,2025-03-07,5726.16,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.167417,424000000000000.0,1740000000000.0,0.0,478.34,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.582,1.29,20.1,BUY,2025-03-07,5756.86,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.007035,683000000000000.0,1740000000000.0,0.0,20.1,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.582,36.81,573.57,BUY,2025-03-07,5758.15,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.20075,368000000000000.0,1740000000000.0,0.0,573.57,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.583,1.23,19.17,BUY,2025-03-07,5794.96,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.006708,84700000000000.0,1740000000000.0,0.0,19.17,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.583,68.43,1066.34,BUY,2025-03-07,5796.19,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.37322,353000000000000.0,1740000000000.0,0.0,1066.34,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.585,36.81,573.68,BUY,2025-03-07,5864.62,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.200789,528000000000000.0,1740000000000.0,0.0,573.68,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.585,19.32,301.1,BUY,2025-03-07,5901.43,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.105385,177000000000000.0,1740000000000.0,0.0,301.1,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.585,1.35,21.04,BUY,2025-03-07,5920.75,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.007363,1040000000000000.0,1740000000000.0,0.0,21.04,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.586,122.86,1914.9,BUY,2025-03-07,5922.1,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.670213,38000000000000.0,1740000000000.0,0.0,1914.9,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.586,122.51,1909.44,BUY,2025-03-07,6044.96,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.668304,483000000000000.0,1740000000000.0,0.0,1909.44,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.586,29.61,461.5,BUY,2025-03-07,6167.47,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.161525,656000000000000.0,1740000000000.0,0.0,461.5,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.586,50.0,779.3,BUY,2025-03-07,6197.08,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,0.272755,472000000000000.0,1740000000000.0,0.0,779.3,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.587,307.14,4787.39,BUY,2025-03-07,6247.08,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,1.675586,808000000000000.0,1740000000000.0,0.0,4787.39,34
1741325400,34,Fear,2025-03-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,15.587,188.12,2932.23,BUY,2025-03-07,6554.22,Open Long,0.0,0x10a4cf0273b5e00e29c9041f08e73f01d600e640f8104ae5084e22a881aed8fc,77726746772.0,True,1.026279,629000000000000.0,1740000000000.0,0.0,2932.23,34
